,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Marquez Stevenson,BUF,0,0,,0,0,5,49,9.8,0,18
3,Deonte Harris,NOR,4,61,15.3,0,18,1,12,12.0,0,12
