,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Demetric Felton,CLE,0,0,,0,0,1,-3,-3.0,0,-3
1,Jojo Natson,CLE,1,15,15.0,0,15,0,0,,0,0
4,Devin Duvernay,BAL,0,0,,0,0,3,36,12.0,0,22
