,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Nick Chubb,CLE,8,16,0,0,0.0,16,2.0,0,
1,Kareem Hunt,CLE,7,20,1,4,0.6,16,2.3,1,7.0
2,Baker Mayfield,CLE,2,4,1,1,0.5,3,1.5,0,
4,Lamar Jackson,BAL,17,68,5,48,2.8,20,1.2,0,
5,Devonta Freeman,BAL,16,52,4,29,1.8,23,1.4,0,
6,Latavius Murray,BAL,8,14,2,5,0.6,9,1.1,0,
7,Devin Duvernay,BAL,1,13,1,7,7.0,6,6.0,0,
8,Ty'Son Williams,BAL,1,1,,0,0.0,1,1.0,0,
