,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,J.J. Koski,LAR,1,13,13.0,0,13,1,13,13.0,0,13
1,Sony Michel,LAR,4,90,22.5,0,28,0,0,,0,0
4,Randall Cobb,GNB,0,0,,0,0,1,0,0.0,0,0
5,Amari Rodgers,GNB,3,38,12.7,0,14,0,0,,0,0
