,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Elijah Moore,NYJ,8,4,46,0,2,28,7.0,18,4.5,6.3,0,,0,0.0,0,67.7
1,Ryan Griffin,NYJ,4,3,20,0,1,8,2.7,12,4.0,6.0,0,,1,25.0,0,85.4
2,Braxton Berrios,NYJ,3,2,47,0,1,1,0.5,46,23.0,2.0,0,,0,0.0,0,109.7
3,Keelan Cole,NYJ,2,2,24,0,2,20,10.0,4,2.0,10.0,0,,0,0.0,0,116.7
4,Tevin Coleman,NYJ,3,2,3,0,0,-12,-6.0,15,7.5,-2.7,0,,1,33.3,0,70.1
5,Jamison Crowder,NYJ,1,1,5,0,,4,4.0,1,1.0,4.0,0,,0,0.0,0,87.5
6,Ty Johnson,NYJ,1,0,0,0,0,0,,0,,6.0,0,,0,0.0,1,0.0
7,Austin Walter,NYJ,1,0,0,0,0,0,,0,,-5.0,0,,0,0.0,0,39.6
9,Danny Amendola,HOU,5,3,23,0,2,17,5.7,6,2.0,8.6,0,,0,0.0,0,71.2
10,Rex Burkhead,HOU,3,3,27,0,1,7,2.3,20,6.7,2.3,0,,0,0.0,0,104.2
11,Brandin Cooks,HOU,5,3,45,1,2,40,13.3,5,1.7,18.8,0,,0,0.0,0,129.2
12,Brevin Jordan,HOU,3,3,23,1,1,6,2.0,17,5.7,2.0,1,3.0,0,0.0,0,138.2
13,Nico Collins,HOU,5,2,28,0,1,13,6.5,15,7.5,15.8,0,,0,0.0,0,58.7
14,David Johnson,HOU,3,2,16,0,0,0,0.0,16,8.0,-4.7,0,,0,0.0,1,40.3
15,Chris Moore,HOU,1,1,-4,0,,-4,-4.0,0,0.0,-4.0,0,,0,0.0,0,79.2
16,Pharaoh Brown,HOU,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6
