,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Dalvin Cook,MIN,10,39,2,9,0.9,30,3.0,1,10.0
1,Alexander Mattison,MIN,7,21,1,6,0.9,15,2.1,1,7.0
2,Kene Nwangwu,MIN,1,7,,5,5.0,2,2.0,0,
4,Elijah Mitchell,SFO,27,133,7,74,2.7,59,2.2,2,13.5
5,Deebo Samuel,SFO,6,66,3,11,1.8,55,9.2,2,3.0
6,Jimmy Garoppolo,SFO,3,0,1,-1,-0.3,1,0.3,0,
7,Jeff Wilson,SFO,2,5,,2,1.0,3,1.5,0,
8,Brandon Aiyuk,SFO,1,4,0,2,2.0,2,2.0,0,
