,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Ben Roethlisberger,PIT,24,41,263,1,2,3,13,41,65.4,0,0,0,0,0,0,0,0,0,2,1
1,Najee Harris,PIT,0,0,0,0,0,0,0,0,,8,23,0,5,5,3,14,0,12,0,0
2,Kalen Ballage,PIT,0,0,0,0,0,0,0,0,,3,21,0,13,2,1,6,0,6,0,0
3,Benny Snell Jr.,PIT,0,0,0,0,0,0,0,0,,2,5,0,4,0,0,0,0,0,0,0
4,Anthony McFarland Jr.,PIT,0,0,0,0,0,0,0,0,,2,2,0,3,1,1,11,0,11,0,0
5,Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,14,9,95,0,16,0,0
6,Chase Claypool,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,82,0,41,0,0
7,Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,40,1,15,0,0
8,Zach Gentry,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,10,0,10,0,0
9,James Washington,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0
10,Anthony Miller,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0
13,Joe Burrow,CIN,20,24,190,1,1,2,18,32,96.2,1,8,1,8,0,0,0,0,0,0,0
14,Brandon Allen,CIN,0,1,0,0,0,0,0,0,39.6,1,-1,0,-1,0,0,0,0,0,0,0
15,Joe Mixon,CIN,0,0,0,0,0,0,0,0,,28,165,2,32,4,4,-2,0,5,0,0
16,Chris Evans,CIN,0,0,0,0,0,0,0,0,,5,23,0,13,1,1,5,0,5,0,0
17,Samaje Perine,CIN,0,0,0,0,0,0,0,0,,3,3,0,4,1,1,12,0,12,0,0
18,Tee Higgins,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,114,1,32,0,0
19,Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,39,0,16,0,0
20,Tyler Boyd,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,0,9,0,0
21,C.J. Uzomah,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,9,0,7,0,0
22,Stanley Morgan Jr.,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
23,Mike Thomas,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
