,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jaelon Darden,TAM,3,66,22.0,0,30,2,3,1.5,0,4
3,Nyheim Hines,IND,0,0,,0,0,3,22,7.3,0,13
4,Isaiah Rodgers,IND,1,72,72.0,0,72,0,0,,0,0
