,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Austin Ekeler,LAC,12,31,1,20,1.7,11,0.9,2,6.0
1,Justin Herbert,LAC,4,36,2,30,7.5,6,1.5,0,
2,Joshua Kelley,LAC,1,5,,2,2.0,3,3.0,0,
4,Melvin Gordon,DEN,17,83,4,43,2.5,40,2.4,1,17.0
5,Javonte Williams,DEN,14,54,5,33,2.4,21,1.5,2,7.0
6,Teddy Bridgewater,DEN,2,10,1,10,5.0,0,0.0,0,
