,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Tevin Coleman,NYJ,16,67,4,50,3.1,17,1.1,1,16.0
1,Austin Walter,NYJ,9,38,3,30,3.3,8,0.9,0,
2,Ty Johnson,NYJ,6,42,1,30,5.0,12,2.0,0,
3,Zach Wilson,NYJ,2,3,1,3,1.5,0,0.0,0,
4,Elijah Moore,NYJ,1,7,1,4,4.0,3,3.0,1,1.0
6,Rex Burkhead,HOU,12,27,1,18,1.5,9,0.8,0,
7,David Johnson,HOU,10,39,2,18,1.8,21,2.1,1,10.0
8,Tyrod Taylor,HOU,2,30,1,15,7.5,15,7.5,1,2.0
