,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Matt Ryan,ATL,19,29,190,1,1,1,7,20,81.1,4,6,0,7,0,0,0,0,0,0,0
1,Cordarrelle Patterson,ATL,0,0,0,0,0,0,0,0,,16,108,2,27,3,2,27,0,20,0,0
2,Wayne Gallman,ATL,0,0,0,0,0,0,0,0,,4,19,0,15,0,0,0,0,0,0,0
3,Mike Davis,ATL,0,0,0,0,0,0,0,0,,5,16,0,6,4,3,25,0,18,0,0
4,Russell Gage,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,62,1,15,0,0
5,Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,26,0,19,0,0
6,Tajae Sharpe,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,22,0,13,0,0
7,Keith Smith,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,16,0,10,0,0
8,Parker Hesse,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0
9,Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0
12,Trevor Lawrence,JAX,23,42,228,1,1,1,12,26,68.4,5,39,0,10,0,0,0,0,0,1,0
13,James Robinson,JAX,0,0,0,0,0,0,0,0,,17,86,0,12,4,3,29,0,26,1,1
14,Carlos Hyde,JAX,0,0,0,0,0,0,0,0,,6,16,0,8,1,0,0,0,0,0,0
15,Laquon Treadwell,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,53,0,20,0,0
16,Marvin Jones,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,43,0,21,0,0
17,Laviska Shenault Jr.,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,33,0,24,0,0
18,James O'Shaughnessy,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,29,0,21,0,0
19,Tavon Austin,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,21,1,14,0,0
20,Chris Manhertz,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0
21,Dan Arnold,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0
22,Dare Ogunbowale,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
23,John Brown,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
