,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Younghoe Koo,ATL,3,3,,,0,0,,0
1,Thomas Morstead,ATL,,,,,5,224,44.8,55
4,Logan Cooke,JAX,,,,,3,130,43.3,44
5,Matthew Wright,JAX,,,2,2,0,0,,0
