,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Derek Carr,LVR,24,39,373,14,33.3,376,9.6,149,6.2,3.8,224,9.3,2,5.3%,10,26.3%,3,9,3,5,11,25.6%,1,22.0
2,Dak Prescott,DAL,32,47,375,13,27.1,351,7.5,217,6.8,4.6,158,4.9,2,4.3%,11,23.4%,1,3,3,4,8,16.3%,1,3.0
