,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Kene Nwangwu,MIN,4,171,42.8,1,99,0,0,,0,0
1,Alexander Mattison,MIN,1,18,18.0,0,18,0,0,,0,0
4,Brandon Aiyuk,SFO,0,0,,0,0,2,14,7.0,0,12
