,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Greg Joseph,MIN,2,3,,,0,0,,0
1,Jordan Berry,MIN,,,,,3,160,53.3,59
4,Robbie Gould,SFO,4,4,2,3,0,0,,0
5,Mitch Wishnowsky,SFO,,,,,3,183,61.0,67
