,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Matthew Stafford,LAR,21,38,302,10,25.0,408,10.7,169,8.0,4.4,133,6.3,3,7.9%,7,18.4%,2,2,4,3,9,22.5%,0,
1,Cooper Kupp,LAR,0,1,0,0,0.0,25,25.0,0,,0.0,0,,0,0.0%,0,0.0%,0,1,1,0,1,100.0%,0,
3,Aaron Rodgers,GNB,28,45,307,14,30.4,426,9.5,142,5.1,3.2,165,5.9,0,0.0%,12,27.3%,1,13,4,4,9,19.6%,0,
