,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Tom Brady,TAM,25,34,226,11,30.6,199,5.9,97,3.9,2.9,129,5.2,1,2.9%,3,8.8%,2,9,1,1,4,11.1%,0,
2,Carson Wentz,IND,27,44,306,15,31.9,408,9.3,214,7.9,4.9,92,3.4,2,4.7%,6,14.0%,3,15,4,4,11,22.4%,2,9.0
