,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,David Montgomery,CHI,17,46,3,26,1.5,20,1.2,3,5.7
1,Andy Dalton,CHI,6,11,0,11,1.8,0,0.0,0,
2,Khalil Herbert,CHI,4,9,,1,0.3,8,2.0,1,4.0
3,Jakeem Grant,CHI,1,0,0,0,0.0,0,0.0,0,
4,Darnell Mooney,CHI,1,2,0,2,2.0,0,0.0,0,
6,Jamaal Williams,DET,15,65,3,57,3.8,8,0.5,2,7.5
7,D'Andre Swift,DET,3,0,1,0,0.0,0,0.0,0,
8,Godwin Igwebuike,DET,1,11,1,11,11.0,0,0.0,0,
