,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Gay,LAR,2,2,2,2,0,0,,0
1,Johnny Hekker,LAR,,,,,5,205,41.0,53
4,Mason Crosby,GNB,3,3,3,4,0,0,,0
5,Corey Bojorquez,GNB,,,,,5,212,42.4,61
