,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Justin Herbert,LAC,28,44,303,15,31.9,287,6.5,150,5.4,3.4,153,5.5,4,9.1%,4,9.1%,3,6,5,6,14,27.5%,4,9.0
2,Teddy Bridgewater,DEN,11,18,129,8,44.4,121,6.7,39,3.5,2.2,90,8.2,0,0.0%,4,23.5%,0,8,4,2,6,31.6%,1,11.0
3,Drew Lock,DEN,4,7,26,1,12.5,25,3.6,16,4.0,2.3,10,2.5,0,0.0%,0,0.0%,1,2,2,0,3,37.5%,0,
