,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Dustin Hopkins,LAC,1,1,,1,0,0,,0
1,Ty Long,LAC,,,,,3,136,45.3,48
4,Brandon McManus,DEN,4,4,,,0,0,,0
5,Sam Martin,DEN,,,,,3,125,41.7,43
