,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jalen Reagor,PHI,2,39,19.5,0,26,4,18,4.5,0,9
1,Kenneth Gainwell,PHI,1,15,15.0,0,15,0,0,,0,0
4,Pharoh Cooper,NYG,1,22,22.0,0,22,1,9,9.0,0,9
