,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Jordyn Brooks,SEA,0,7,7,100.0%,60,8.6,8.6,0,102.4,5.0,35,25,3,0,0,0.0,0,14,2,12.5%
1,Bobby Wagner,SEA,0,6,5,83.3%,35,7.0,5.8,0,91.0,2.0,8,27,1,0,0,0.0,0,14,2,12.5%
2,Quandre Diggs,SEA,0,5,4,80.0%,45,11.3,9.0,0,104.2,9.2,16,29,0,0,0,0.0,0,8,0,0.0%
3,Jamal Adams,SEA,1,5,3,60.0%,21,7.0,4.2,1,69.6,3.8,-1,22,7,1,0,0.0,1,9,0,0.0%
4,Ugo Amadi,SEA,0,2,2,100.0%,13,6.5,6.5,0,93.7,1.0,2,11,1,1,0,0.0,1,3,0,0.0%
5,Kerry Hyder,SEA,0,1,1,100.0%,9,9.0,9.0,0,104.2,-6.0,-6,15,0,1,0,0.0,1,6,1,14.3%
6,Al Woods,SEA,0,1,1,100.0%,4,4.0,4.0,0,83.3,-6.0,-6,10,0,0,0,0.0,0,8,0,0.0%
7,Sidney Jones,SEA,0,5,1,20.0%,0,0.0,0.0,0,39.6,16.0,0,0,0,0,0,0.0,0,3,0,0.0%
8,D.J. Reed,SEA,0,1,1,100.0%,12,12.0,12.0,0,116.7,12.0,12,0,0,0,0,0.0,0,6,0,0.0%
9,L.J. Collier,SEA,0,0,0,,,,,,,,,,0,1,1,0.0,2,0,0,
10,Poona Ford,SEA,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
11,Rasheem Green,SEA,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,3,60.0%
12,Darrell Taylor,SEA,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,1,20.0%
13,Alton Robinson,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
14,Carlos Dunlap,SEA,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
15,Ryan Neal,SEA,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,1,100.0%
16,Benson Mayowa,SEA,0,0,0,,,,,,,,,,6,0,0,0.0,0,2,1,33.3%
17,Bryan Mone,SEA,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,2,40.0%
19,Landon Collins,WAS,0,8,7,87.5%,55,7.9,6.9,1,134.9,3.6,22,33,1,0,0,0.0,0,7,1,12.5%
20,Kamren Curl,WAS,0,6,4,66.7%,51,12.8,8.5,1,132.6,14.3,45,6,3,0,0,1.0,1,4,0,0.0%
21,Cole Holcomb,WAS,0,4,3,75.0%,23,7.7,5.8,1,128.1,4.3,12,11,4,0,0,0.0,0,4,1,20.0%
22,William Jackson III,WAS,0,4,2,50.0%,3,1.5,0.8,0,56.2,5.8,-2,5,0,0,0,0.0,0,3,0,0.0%
23,Bobby McCain,WAS,0,2,2,100.0%,94,47.0,47.0,0,118.7,31.5,63,31,0,0,0,0.0,0,1,0,0.0%
24,Jamin Davis,WAS,0,2,2,100.0%,14,7.0,7.0,0,95.8,2.0,4,10,2,0,0,0.0,0,3,0,0.0%
25,Kendall Fuller,WAS,0,4,1,25.0%,13,13.0,3.3,0,40.6,13.8,13,0,0,0,0,0.0,0,1,0,0.0%
26,Daron Payne,WAS,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,1,33.3%
27,Matthew Ioannidis,WAS,0,0,0,,,,,,,,,,0,0,2,0.0,2,3,0,0.0%
28,Shaka Toney,WAS,0,0,0,,,,,,,,,,0,1,0,1.0,2,2,0,0.0%
29,Casey Toohill,WAS,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,0,0.0%
30,Jonathan Allen,WAS,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
31,James Smith-Williams,WAS,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
32,Daniel Wise,WAS,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
33,Danny Johnson,WAS,0,1,0,0.0%,,,0.0,,39.6,4.0,,,0,0,0,0.0,0,0,0,
34,Deshazor Everett,WAS,0,1,0,0.0%,,,0.0,,39.6,4.0,,,0,0,0,0.0,0,0,0,
