,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Randy Bullock,TEN,1,2,,1,0,0,,0
1,Brett Kern,TEN,,,,,2,95,47.5,48
4,Nick Folk,NWE,3,3,5,6,0,0,,0
5,Jake Bailey,NWE,,,,,1,48,48.0,48
