,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Cam Newton,CAR,5,21,92,0,2,1,14,64,5.8,3,5,1,2,0,0,0,0,0,0,0
1,P.J. Walker,CAR,5,10,87,0,1,4,31,24,40.4,0,0,0,0,0,0,0,0,0,0,0
2,Christian McCaffrey,CAR,0,0,0,0,0,0,0,0,,10,35,0,15,1,0,0,0,0,0,0
3,Sean Chandler,CAR,0,0,0,0,0,0,0,0,,1,14,0,14,0,0,0,0,0,0,0
4,Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,2,6,0,5,1,0,0,0,0,0,0
5,Ameer Abdullah,CAR,0,0,0,0,0,0,0,0,,2,4,0,5,6,2,20,0,13,0,0
6,D.J. Moore,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,10,4,103,0,64,0,0
7,Brandon Zylstra,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,24,0,24,0,0
8,Robby Anderson,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,15,0,15,0,0
9,Alex Erickson,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,0,0
10,Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,4,0,4,0,0
11,Ian Thomas,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0
14,Tua Tagovailoa,MIA,27,31,230,1,0,2,26,57,108.3,4,0,0,2,0,0,0,0,0,2,0
15,Myles Gaskin,MIA,0,0,0,0,0,0,0,0,,16,49,2,8,2,2,3,0,5,0,0
16,Phillip Lindsay,MIA,0,0,0,0,0,0,0,0,,12,42,0,9,0,0,0,0,0,0,0
17,Salvon Ahmed,MIA,0,0,0,0,0,0,0,0,,5,17,0,16,1,1,9,0,9,0,0
18,Durham Smythe,MIA,0,0,0,0,0,0,0,0,,2,3,0,2,5,5,32,0,11,0,0
19,Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,10,9,137,1,57,0,0
20,Mike Gesicki,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,17,0,7,0,0
21,Albert Wilson,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,17,0,6,0,0
22,Isaiah Ford,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0
23,Preston Williams,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0
24,Mack Hollins,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
