,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Chris Boswell,PIT,1,1,1,1,0,0,,0
1,Pressley Harvin III,PIT,,,,,5,190,38.0,42
4,Evan McPherson,CIN,5,5,2,2,0,0,,0
5,Kevin Huber,CIN,,,,,3,139,46.3,53
