,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Ryan Tannehill,TEN,11,21,93,6,26.1,128,6.1,59,5.4,2.8,34,3.1,0,0.0%,2,9.5%,2,8,0,3,5,19.2%,3,7.7
2,Mac Jones,NWE,23,32,310,15,44.1,238,7.4,135,5.9,4.2,175,7.6,0,0.0%,6,18.8%,2,8,2,4,8,22.9%,1,7.0
