,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Diontae Johnson,PIT,14,9,95,0,7,60,6.7,35,3.9,8.4,1,9.0,0,0.0,0,83.9
1,Pat Freiermuth,PIT,4,4,40,1,2,26,6.5,14,3.5,6.5,2,2.0,0,0.0,0,147.9
2,Chase Claypool,PIT,8,3,82,0,3,73,24.3,9,3.0,18.1,0,,1,12.5,1,36.5
3,Najee Harris,PIT,5,3,14,0,1,-3,-1.0,17,5.7,-1.0,1,3.0,1,20.0,0,64.6
4,James Washington,PIT,2,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,1,16.7
5,Kalen Ballage,PIT,2,1,6,0,0,2,2.0,4,4.0,0.0,0,,1,50.0,0,56.2
6,Anthony Miller,PIT,1,1,2,0,,2,2.0,0,0.0,2.0,0,,0,0.0,0,79.2
7,Anthony McFarland Jr.,PIT,1,1,11,0,1,0,0.0,11,11.0,0.0,0,,0,0.0,0,112.5
8,Zach Gentry,PIT,2,1,10,0,1,4,4.0,6,6.0,3.5,0,,0,0.0,0,64.6
10,Tee Higgins,CIN,8,6,114,1,6,94,15.7,20,3.3,16.6,0,,0,0.0,1,116.7
11,Joe Mixon,CIN,4,4,-2,0,0,-16,-4.0,14,3.5,-4.0,0,,0,0.0,0,79.2
12,Ja'Marr Chase,CIN,3,3,39,0,2,7,2.3,32,10.7,2.3,1,3.0,0,0.0,0,118.7
13,C.J. Uzomah,CIN,3,3,9,0,1,5,1.7,4,1.3,1.7,0,,0,0.0,0,79.2
14,Tyler Boyd,CIN,2,2,13,0,,12,6.0,1,0.5,6.0,0,,0,0.0,0,93.7
15,Chris Evans,CIN,1,1,5,0,1,-4,-4.0,9,9.0,-4.0,0,,0,0.0,0,87.5
16,Samaje Perine,CIN,1,1,12,0,1,0,0.0,12,12.0,0.0,0,,0,0.0,0,116.7
17,Stanley Morgan Jr.,CIN,1,0,0,0,,0,,0,,39.0,0,,0,0.0,0,39.6
18,Mike Thomas,CIN,1,0,0,0,,0,,0,,6.0,0,,0,0.0,0,39.6
