,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Devin Singletary,BUF,15,44,4,4,0.3,40,2.7,3,5.0
1,Matt Breida,BUF,9,26,1,8,0.9,18,2.0,1,9.0
2,Josh Allen,BUF,8,43,4,27,3.4,16,2.0,0,
4,Tony Jones,NOR,16,27,3,2,0.1,25,1.6,0,
5,Ty Montgomery,NOR,6,14,0,1,0.2,13,2.2,2,3.0
6,Trevor Siemian,NOR,3,3,1,0,0.0,3,1.0,0,
