,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Cameron Sutton,PIT,0,0,,0,0,2,3,1.5,0,3
1,Anthony McFarland Jr.,PIT,3,73,24.3,0,25,0,0,,0,0
4,Darius Phillips,CIN,1,12,12.0,0,12,2,17,8.5,0,17
