,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Zane Gonzalez,CAR,1,1,1,1,0,0,,0
1,Lac Edwards,CAR,,,,,5,261,52.2,58
4,Jason Sanders,MIA,3,4,2,2,0,0,,0
5,Michael Palardy,MIA,,,,,4,162,40.5,46
