,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Daniel Carlson,LVR,3,3,5,5,0,0,,0
1,AJ Cole III,LVR,,,,,5,243,48.6,68
4,Greg Zuerlein,DAL,1,2,2,3,0,0,,0
5,Bryan Anger,DAL,,,,,7,385,55.0,60
