,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Dontrell Hilliard,TEN,2,42,21.0,0,22,0,0,,0,0
1,Chester Rogers,TEN,2,46,23.0,0,30,0,0,,0,0
4,Gunner Olszewski,NWE,3,84,28.0,0,37,2,23,11.5,0,15
