,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Alex Collins,SEA,7,14,,6,0.9,8,1.1,0,
1,DeeJay Dallas,SEA,3,4,0,1,0.3,3,1.0,0,
2,Russell Wilson,SEA,2,16,1,9,4.5,7,3.5,0,
4,Antonio Gibson,WAS,29,111,8,45,1.6,66,2.3,4,7.3
5,J.D. McKissic,WAS,7,30,2,20,2.9,10,1.4,0,
6,Taylor Heinicke,WAS,4,3,0,-1,-0.3,4,1.0,0,
7,DeAndre Carter,WAS,1,4,0,2,2.0,2,2.0,0,
8,Jaret Patterson,WAS,1,0,,0,0.0,0,0.0,0,
9,Curtis Samuel,WAS,1,4,0,2,2.0,2,2.0,0,
