,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jason Myers,SEA,1,1,,,0,0,,0
1,Michael Dickson,SEA,,,,,8,400,50.0,55
4,Joey Slye,WAS,,1,1,1,0,0,,0
5,Tress Way,WAS,,,,,5,218,43.6,53
