,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Braxton Berrios,NYJ,1,29,29.0,0,29,1,17,17.0,0,17
3,Desmond King,HOU,0,0,,0,0,1,7,7.0,0,7
4,Tremon Smith,HOU,2,50,25.0,0,28,0,0,,0,0
