,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Miles Sanders,PHI,24,120,5,35,1.5,85,3.5,0,
1,Kenneth Gainwell,PHI,12,54,3,24,2.0,30,2.5,2,6.0
2,Gardner Minshew II,PHI,4,11,1,9,2.3,2,0.5,0,
3,Jalen Reagor,PHI,1,0,,0,0.0,0,0.0,0,
5,Tevin Coleman,NYJ,11,58,2,12,1.1,46,4.2,0,
6,Zach Wilson,NYJ,3,0,1,-1,-0.3,1,0.3,0,
7,Ty Johnson,NYJ,1,1,1,0,0.0,1,1.0,0,
8,Elijah Moore,NYJ,1,9,0,8,8.0,1,1.0,0,
9,Austin Walter,NYJ,1,2,0,1,1.0,1,1.0,0,
