,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Bobby Okereke,IND,0,4,3,75.0%,21,7.0,5.3,0,86.5,1.5,5,16,2,0,0,0.0,0,6,0,0.0%
1,T.J. Carrie,IND,0,2,2,100.0%,7,3.5,3.5,0,81.2,0.0,0,7,1,0,0,0.0,0,2,0,0.0%
2,Kenny Moore,IND,1,6,2,33.3%,17,8.5,2.8,0,2.8,8.0,-2,19,1,0,0,0.0,0,4,0,0.0%
3,George Odum,IND,0,1,1,100.0%,14,14.0,14.0,0,118.7,0.0,0,14,0,0,0,0.0,0,2,0,0.0%
4,Zaire Franklin,IND,0,1,1,100.0%,10,10.0,10.0,0,108.3,6.0,6,4,1,0,0,0.0,0,3,0,0.0%
5,Xavier Rhodes,IND,0,3,1,33.3%,11,11.0,3.7,0,45.1,7.3,0,11,0,0,0,0.0,0,1,0,0.0%
6,Darius Leonard,IND,0,3,1,33.3%,14,14.0,4.7,0,49.3,1.3,3,11,7,0,0,0.0,0,4,0,0.0%
7,Kemoko Turay,IND,0,0,0,,,,,,,,,,1,2,0,2.0,4,2,0,0.0%
8,Al-Quadin Muhammad,IND,0,0,0,,,,,,,,,,0,0,1,2.0,3,3,0,0.0%
9,DeForest Buckner,IND,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,1,33.3%
10,Isaac Rochell,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
11,Kwity Paye,IND,0,1,0,0.0%,,,0.0,,39.6,-1.0,,,0,0,1,0.0,1,2,0,0.0%
12,Taylor Stallworth,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
13,Grover Stewart,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
14,Jahleel Addae,IND,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
15,Isaiah Rodgers,IND,0,2,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,0,0,
16,E.J. Speed,IND,0,1,0,0.0%,,,0.0,,39.6,3.0,,,1,0,0,0.0,0,2,0,0.0%
17,Khari Willis,IND,0,2,0,0.0%,,,0.0,,39.6,7.0,,,4,0,0,0.0,0,5,0,0.0%
18,Jordan Glasgow,IND,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
20,Terrance Mitchell,HOU,0,5,4,80.0%,48,12.0,9.6,0,106.7,7.8,36,12,0,0,0,0.0,0,6,1,14.3%
21,Kamu Grugier-Hill,HOU,0,3,3,100.0%,34,11.3,11.3,0,113.9,4.0,12,22,0,0,0,1.0,1,20,0,0.0%
22,Eric Murray,HOU,0,3,3,100.0%,20,6.7,6.7,1,134.0,3.3,10,10,0,0,0,0.0,0,2,0,0.0%
23,Desmond King,HOU,0,3,2,66.7%,22,11.0,7.3,0,88.2,7.7,19,3,0,0,0,0.0,0,6,0,0.0%
24,Garret Wallow,HOU,0,2,2,100.0%,24,12.0,12.0,0,116.7,2.5,5,19,0,0,0,0.0,0,2,0,0.0%
25,Christian Kirksey,HOU,0,3,1,33.3%,6,6.0,2.0,0,42.4,16.3,5,1,4,0,1,0.0,1,7,1,12.5%
26,Jaleel Johnson,HOU,0,1,1,100.0%,4,4.0,4.0,0,83.3,-5.0,-5,9,0,0,0,0.0,0,2,0,0.0%
27,Jacob Martin,HOU,0,0,0,,,,,,,,,,4,2,0,0.0,2,2,0,0.0%
28,Jonathan Greenard,HOU,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
29,Jonathan Owens,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
30,A.J. Moore,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
31,Kevin Pierre-Louis,HOU,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,0,0.0%
32,Justin Reid,HOU,0,1,0,0.0%,,,0.0,,39.6,9.0,,,0,0,0,0.0,0,7,1,12.5%
33,Tavierre Thomas,HOU,0,1,0,0.0%,,,0.0,,39.6,12.0,,,2,0,0,0.0,0,4,1,20.0%
