,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jordan Berry,MIN,,,,,3,132,44.0,49
1,Greg Joseph,MIN,,,3,3,0,0,,0
4,Riley Patterson,DET,2,2,3,3,0,0,,0
5,Jack Fox,DET,,,,,3,166,55.3,62
