,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Carson Wentz,IND,16,22,158,8,34.8,154,7.0,82,5.1,3.7,76,4.8,1,4.5%,4,18.2%,1,9,2,2,5,20.8%,1,7.0
2,Davis Mills,HOU,6,14,49,3,18.8,63,4.5,13,2.2,0.9,36,6.0,1,7.7%,3,23.1%,2,8,2,4,8,44.4%,2,5.5
3,Tyrod Taylor,HOU,5,13,45,3,20.0,68,5.2,-1,-0.2,-0.1,46,9.2,0,0.0%,6,46.2%,2,6,1,3,6,35.3%,2,5.5
