,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Lamar Jackson,BAL,23,37,253,12,27.3,250,6.8,118,5.1,3.2,135,5.9,6,16.2%,4,10.8%,7,18,7,2,16,34.0%,3,11.0
2,Ben Roethlisberger,PIT,21,31,236,11,34.4,260,8.4,84,4.0,2.7,152,7.2,2,6.7%,4,13.3%,1,13,3,2,6,18.8%,0,
