,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Greg Zuerlein,DAL,3,3,2,2,0,0,,0
1,Bryan Anger,DAL,,,,,7,337,48.1,60
4,Brett Maher,NOR,2,2,1,2,0,0,,0
5,Blake Gillikin,NOR,,,,,6,308,51.3,62
