,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,DeAndre Carter,WAS,1,18,18.0,0,18,2,29,14.5,0,16
3,Hunter Renfrow,LVR,0,0,,0,0,1,6,6.0,0,6
4,Peyton Barber,LVR,1,24,24.0,0,24,0,0,,0,0
5,Kenyan Drake,LVR,1,19,19.0,0,19,0,0,,0,0
