,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,CeeDee Lamb,DAL,0,0,,0,0,3,35,11.7,0,16
1,Trevon Diggs,DAL,0,0,,0,0,1,9,9.0,0,9
2,Tony Pollard,DAL,1,22,22.0,0,22,0,0,,0,0
5,Deonte Harris,NOR,0,0,,0,0,4,37,9.3,0,19
