,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Taylor Heinicke,WAS,23,30,196,12,38.7,202,6.7,112,4.9,3.7,84,3.7,0,0.0%,5,16.7%,1,4,4,4,9,27.3%,2,5.5
2,Derek Carr,LVR,28,38,249,14,35.0,361,9.5,120,4.3,3.2,129,4.6,1,2.7%,3,8.1%,2,11,3,1,6,14.3%,2,12.0
