,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Travis Benjamin,SFO,2,24,12.0,0,12,1,22,22.0,0,22
1,Brandon Aiyuk,SFO,0,0,,0,0,1,-4,-4.0,0,-4
2,Jamycal Hasty,SFO,1,23,23.0,0,23,0,0,,0,0
5,Freddie Swain,SEA,0,0,,0,0,1,0,0.0,0,0
6,DeeJay Dallas,SEA,5,129,25.8,0,33,0,0,,0,0
7,D.J. Reed,SEA,1,19,19.0,0,19,0,0,,0,0
