,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Riley Dixon,NYG,,,,,6,248,41.3,46
1,Graham Gano,NYG,,,3,4,0,0,,0
4,Jason Sanders,MIA,2,2,2,3,0,0,,0
5,Michael Palardy,MIA,,,,,6,290,48.3,65
