,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Kirk Cousins,MIN,30,40,340,19,44.2,335,8.4,205,6.8,5.1,135,4.5,0,0.0%,6,15.0%,3,14,3,4,10,22.7%,1,7.0
1,Justin Jefferson,MIN,0,1,0,0,0.0,2,2.0,0,,0.0,0,,0,0.0%,1,100.0%,0,0,0,1,1,100.0%,0,
3,Jared Goff,DET,25,41,296,14,31.8,330,8.0,206,8.2,5.0,90,3.6,4,10.5%,6,15.8%,3,7,3,3,9,20.0%,1,1.0
