,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Carlos Hyde,JAX,9,24,1,19,2.1,5,0.6,0,
1,James Robinson,JAX,8,24,1,21,2.6,3,0.4,0,
2,Trevor Lawrence,JAX,4,10,1,6,1.5,4,1.0,0,
3,Laviska Shenault Jr.,JAX,3,1,0,0,0.0,1,0.3,0,
4,C.J. Beathard,JAX,1,2,,2,2.0,0,0.0,0,
6,Sony Michel,LAR,24,121,6,70,2.9,51,2.1,0,
7,Mekhi Sargent,LAR,2,5,,3,1.5,2,1.0,0,
8,Matthew Stafford,LAR,1,2,1,1,1.0,1,1.0,0,
