,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Lamar Jackson,BAL,23,37,253,1,1,7,34,29,80.1,8,55,0,13,0,0,0,0,0,1,0
1,Devonta Freeman,BAL,0,0,0,0,0,0,0,0,,14,52,1,18,8,5,45,0,15,0,0
2,Latavius Murray,BAL,0,0,0,0,0,0,0,0,,2,1,0,3,2,2,34,0,18,0,0
3,Marquise Brown,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,55,0,22,0,0
4,Mark Andrews,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,9,4,50,0,29,0,0
5,Sammy Watkins,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,39,1,15,0,0
6,Devin Duvernay,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,21,0,18,0,0
7,Patrick Ricard,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0
8,Rashod Bateman,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
9,Nate McCrary,BAL,0,0,0,0,0,0,0,0,,1,-1,0,-1,0,0,0,0,0,0,0
12,Ben Roethlisberger,PIT,21,31,236,2,0,1,0,40,111.8,1,-1,0,-1,0,0,0,0,0,0,0
13,Najee Harris,PIT,0,0,0,0,0,0,0,0,,21,71,0,13,5,5,36,0,18,0,0
14,Benny Snell Jr.,PIT,0,0,0,0,0,0,0,0,,2,13,0,8,0,0,0,0,0,0,0
15,Chase Claypool,PIT,0,0,0,0,0,0,0,0,,1,2,0,2,3,2,52,0,40,0,0
16,Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,105,2,29,0,0
17,Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,26,0,17,0,0
18,Zach Gentry,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,10,0,5,0,0
19,Ray-Ray McCloud,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,7,0,7,0,0
20,James Washington,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
