,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jaydon Mickens,JAX,1,24,24.0,0,24,0,0,,0,0
3,Brandon Powell,LAR,2,81,40.5,0,65,0,0,,0,0
