,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Andre Roberts,LAC,3,99,33.0,0,48,2,18,9.0,0,15
3,Trenton Irwin,CIN,0,0,,0,0,1,5,5.0,0,5
4,Pooka Williams,CIN,3,52,17.3,0,25,0,0,,0,0
