,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Antonio Gibson,WAS,23,88,6,51,2.2,37,1.6,1,23.0
1,Taylor Heinicke,WAS,3,10,1,8,2.7,2,0.7,0,
2,Curtis Samuel,WAS,2,-1,,-2,-1.0,1,0.5,0,
3,Jaret Patterson,WAS,1,2,,2,2.0,0,0.0,0,
4,Wendell Smallwood,WAS,1,13,,11,11.0,2,2.0,0,
6,Josh Jacobs,LVR,13,52,4,25,1.9,27,2.1,2,6.5
7,Derek Carr,LVR,2,24,1,23,11.5,1,0.5,0,
8,Kenyan Drake,LVR,1,0,,0,0.0,0,0.0,0,
