,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Prater,ARI,3,3,2,2,0,0,,0
1,Andy Lee,ARI,,,,,2,99,49.5,58
4,Cairo Santos,CHI,2,2,,,0,0,,0
5,Pat O'Donnell,CHI,,,,,2,91,45.5,53
