,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Chris Godwin,TAM,17,15,143,0,7,77,5.1,66,4.4,5.4,0,,1,5.9,0,101.7
1,Mike Evans,TAM,10,7,99,0,5,78,11.1,21,3.0,13.3,0,,0,0.0,0,101.7
2,Leonard Fournette,TAM,8,7,48,1,5,9,1.3,39,5.6,0.5,1,7.0,0,0.0,1,91.7
3,Rob Gronkowski,TAM,8,4,58,2,3,32,8.0,26,6.5,9.6,0,,1,12.5,0,113.5
4,Cameron Brate,TAM,1,1,3,1,1,3,3.0,0,0.0,3.0,0,,0,0.0,0,118.7
5,Breshad Perriman,TAM,3,1,5,0,,-2,-2.0,7,7.0,4.0,0,,0,0.0,0,42.4
6,Ronald Jones II,TAM,1,1,0,0,,-6,-6.0,6,6.0,-6.0,0,,0,0.0,0,79.2
7,Tyler Johnson,TAM,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5
8,Giovani Bernard,TAM,2,1,7,0,1,5,5.0,2,2.0,2.5,0,,0,0.0,0,58.3
10,Russell Gage,ATL,12,11,130,0,7,80,7.3,50,4.5,7.3,2,5.5,1,8.3,0,111.8
11,Mike Davis,ATL,4,4,37,0,2,-3,-0.8,40,10.0,-0.8,0,,0,0.0,0,105.2
12,Kyle Pitts,ATL,7,4,48,0,2,30,7.5,18,4.5,9.4,0,,0,0.0,0,78.3
13,Cordarrelle Patterson,ATL,5,3,18,0,0,-9,-3.0,27,9.0,2.8,0,,0,0.0,0,67.1
14,Tajae Sharpe,ATL,5,3,10,0,,8,2.7,2,0.7,5.0,0,,1,20.0,0,64.6
15,Olamide Zaccheaus,ATL,5,3,44,0,2,39,13.0,5,1.7,11.0,0,,0,0.0,0,88.7
16,Qadree Ollison,ATL,1,1,8,0,1,4,4.0,4,4.0,4.0,0,,0,0.0,0,100.0
17,Keith Smith,ATL,1,1,2,0,,2,2.0,0,0.0,2.0,0,,0,0.0,0,79.2
