,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matthew Wright,JAX,1,1,,,0,0,,0
1,Logan Cooke,JAX,,,,,5,247,49.4,68
4,Matt Gay,LAR,4,4,3,3,0,0,,0
5,Johnny Hekker,LAR,,,,,3,150,50.0,58
