,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Alexander Mattison,MIN,22,90,7,44,2.0,46,2.1,3,7.3
1,Kirk Cousins,MIN,2,6,0,6,3.0,0,0.0,0,
2,Kene Nwangwu,MIN,2,0,,-1,-0.5,1,0.5,1,2.0
3,Justin Jefferson,MIN,1,4,0,4,4.0,0,0.0,0,
5,Jamaal Williams,DET,17,71,5,36,2.1,35,2.1,0,
6,Jermar Jefferson,DET,5,18,1,12,2.4,6,1.2,0,
7,Jared Goff,DET,2,1,0,1,0.5,0,0.0,0,
8,Godwin Igwebuike,DET,2,8,1,4,2.0,4,2.0,0,
9,Amon-Ra St. Brown,DET,1,2,0,0,0.0,2,2.0,0,
