,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,James Conner,ARI,20,75,4,36,1.8,39,2.0,2,10.0
1,Kyler Murray,ARI,10,59,3,54,5.4,5,0.5,0,
2,Rondale Moore,ARI,3,2,,0,0.0,2,0.7,0,
3,Eno Benjamin,ARI,2,1,0,0,0.0,1,0.5,0,
5,David Montgomery,CHI,21,90,7,55,2.6,35,1.7,2,10.5
6,Khalil Herbert,CHI,4,16,1,4,1.0,12,3.0,1,4.0
7,Andy Dalton,CHI,2,6,0,6,3.0,0,0.0,0,
