,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Rondale Moore,ARI,3,71,23.7,0,32,1,0,0.0,0,0
3,Jakeem Grant,CHI,0,0,,0,0,1,8,8.0,0,8
4,Khalil Herbert,CHI,2,49,24.5,0,27,0,0,,0,0
