,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Nyheim Hines,IND,0,0,,0,0,5,37,7.4,0,16
3,Desmond King,HOU,0,0,,0,0,1,4,4.0,0,4
4,Tremon Smith,HOU,2,48,24.0,0,26,0,0,,0,0
