,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Justin Tucker,BAL,1,1,2,2,0,0,,0
1,Sam Koch,BAL,,,,,4,203,50.8,57
4,Chris Boswell,PIT,,1,2,2,0,0,,0
5,Pressley Harvin III,PIT,,,,,5,217,43.4,64
