,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Antonio Gibson,WAS,6,5,23,1,2,1,0.2,22,4.4,0.7,0,,0,0.0,0,122.2
1,Adam Humphries,WAS,5,4,38,0,3,28,7.0,10,2.5,7.6,0,,0,0.0,0,98.3
2,John Bates,WAS,4,3,42,0,2,27,9.0,15,5.0,7.3,0,,0,0.0,0,108.3
3,Logan Thomas,WAS,5,3,48,1,3,30,10.0,18,6.0,14.6,0,,0,0.0,0,131.7
4,Terry McLaurin,WAS,5,3,22,0,1,21,7.0,1,0.3,10.6,0,,0,0.0,1,30.8
5,Wendell Smallwood,WAS,2,2,12,0,,6,3.0,6,3.0,3.0,0,,0,0.0,0,91.7
6,DeAndre Carter,WAS,1,1,6,0,1,5,5.0,1,1.0,5.0,0,,0,0.0,0,91.7
7,Dyami Brown,WAS,1,1,6,0,,-1,-1.0,7,7.0,-1.0,1,1.0,0,0.0,0,91.7
8,Curtis Samuel,WAS,1,1,-1,0,,-5,-5.0,4,4.0,-5.0,0,,0,0.0,0,79.2
10,Josh Jacobs,LVR,9,9,38,0,2,-11,-1.2,49,5.4,-1.2,3,3.0,0,0.0,0,84.3
11,Hunter Renfrow,LVR,10,9,102,0,7,72,8.0,30,3.3,7.5,0,,0,0.0,0,109.2
12,Bryan Edwards,LVR,5,3,30,0,1,22,7.3,8,2.7,15.2,0,,0,0.0,0,77.1
13,Zay Jones,LVR,5,3,21,0,2,12,4.0,9,3.0,19.0,0,,1,20.0,0,69.6
14,Kenyan Drake,LVR,2,1,8,0,,-4,-4.0,12,12.0,-2.0,0,,0,0.0,0,60.4
15,DeSean Jackson,LVR,1,1,14,0,1,13,13.0,1,1.0,13.0,0,,0,0.0,0,118.7
16,Foster Moreau,LVR,3,1,34,0,1,18,18.0,16,16.0,20.0,0,,0,0.0,0,77.1
17,Peyton Barber,LVR,1,1,2,0,,-2,-2.0,4,4.0,-2.0,0,,0,0.0,0,79.2
