,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Ryan Succop,TAM,3,4,1,1,0,0,,0
1,Bradley Pinion,TAM,,,,,3,133,44.3,60
4,Younghoe Koo,ATL,2,2,1,1,0,0,,0
5,Thomas Morstead,ATL,,,,,5,215,43.0,53
