,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Mac Jones,NWE,2,3,19,0,0,0,0,12,84.0,5,-3,0,4,0,0,0,0,0,1,0
1,Damien Harris,NWE,0,0,0,0,0,0,0,0,,10,111,1,64,0,0,0,0,0,0,0
2,Rhamondre Stevenson,NWE,0,0,0,0,0,0,0,0,,24,78,0,11,0,0,0,0,0,0,0
3,Brandon Bolden,NWE,0,0,0,0,0,0,0,0,,4,28,0,16,1,1,7,0,7,0,0
4,Nelson Agholor,NWE,0,0,0,0,0,0,0,0,,1,6,0,6,1,0,0,0,0,0,0
5,Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0
6,Jonnu Smith,NWE,0,0,0,0,0,0,0,0,,1,-1,0,-1,1,1,12,0,12,0,0
9,Josh Allen,BUF,15,30,145,1,0,2,14,26,75.0,6,39,0,21,0,0,0,0,0,1,1
10,Devin Singletary,BUF,0,0,0,0,0,0,0,0,,10,36,0,17,0,0,0,0,0,0,0
11,Zack Moss,BUF,0,0,0,0,0,0,0,0,,8,21,0,4,3,2,12,0,7,0,0
12,Matt Breida,BUF,0,0,0,0,0,0,0,0,,1,3,0,3,1,1,5,0,5,0,0
13,Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,51,0,26,0,0
14,Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,30,1,16,0,0
15,Emmanuel Sanders,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,22,0,19,0,0
16,Dawson Knox,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,14,0,7,0,0
17,Cole Beasley,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,11,0,11,0,0
